,Hour,Energy Demand,Water Demand,Factor Wind,Wind Output,Wind Usage,Wind Over,Factor PV,PV Output,PV Usage,PV Over,Dam Output,Storage,Turbine Water,River,Valve,Water Balance,Installed Wind,Installed PV
374,374,12.07,5046.82,0.49,27.98,0.0,27.98,0.25,13.08,12.07,1.01,0.0,3077402.98,0.0,67822.27,0.0,62775.45,56.85,51.64
375,375,11.08,4994.79,0.4,22.58,11.08,11.51,0.12,6.28,0.0,6.28,0.0,3140207.33,0.0,67799.14,0.0,62804.36,56.85,51.64
376,376,12.45,5463.05,0.45,25.72,12.45,13.28,0.01,0.68,0.0,0.68,0.0,3202520.3,0.0,67776.02,0.0,62312.97,56.85,51.64
377,377,14.69,6243.48,0.47,26.85,14.69,12.16,0.0,0.0,0.0,0.0,0.0,3264029.71,0.0,67752.89,0.0,61509.41,56.85,51.64
378,378,14.19,7284.06,0.4,22.58,14.19,8.39,0.0,0.0,0.0,0.0,0.0,3324475.41,0.0,67729.76,0.0,60445.7,56.85,51.64
379,379,13.44,7700.3,0.27,15.2,0.0,15.2,0.0,0.0,0.0,0.0,13.44,3108308.92,276172.83,67706.64,0.0,-216166.49,56.85,51.64
380,380,11.7,7388.12,0.2,11.5,11.5,0.0,0.0,0.0,0.0,0.0,0.2,3164593.34,4010.97,67683.51,0.0,56284.42,56.85,51.64
381,381,10.58,6763.77,0.23,12.98,10.58,2.4,0.0,0.0,0.0,0.0,0.0,3225489.95,0.0,67660.38,0.0,60896.61,56.85,51.64
382,382,9.46,5723.19,0.24,13.72,0.0,13.72,0.0,0.0,0.0,0.0,9.46,3093060.51,194343.51,67637.26,0.0,-132429.45,56.85,51.64
383,383,7.97,4162.32,0.23,12.98,7.97,5.02,0.0,0.0,0.0,0.0,0.0,3156512.32,0.0,67614.13,0.0,63451.81,56.85,51.64
384,384,7.84,3642.03,0.09,5.37,5.37,0.0,0.0,0.0,0.0,0.0,2.47,3169792.53,50668.76,67591.0,0.0,13280.22,56.85,51.64
385,385,7.97,2601.45,0.19,10.88,7.97,2.91,0.0,0.0,0.0,0.0,0.0,3234758.96,0.0,67567.88,0.0,64966.43,56.85,51.64
386,386,7.97,1977.1,0.3,16.94,7.97,8.98,0.0,0.0,0.0,0.0,0.0,3300326.61,0.0,67544.75,0.0,65567.65,56.85,51.64
387,387,8.34,1560.87,0.3,16.94,8.34,8.6,0.0,0.0,0.0,0.0,0.0,3366287.36,0.0,67521.63,0.0,65960.75,56.85,51.64
388,388,8.84,1977.1,0.24,13.72,0.0,13.72,0.0,0.0,0.0,0.0,8.84,3250251.06,181557.7,67498.5,0.0,-116036.3,56.85,51.64
389,389,9.33,3017.68,0.18,10.25,9.33,0.92,0.02,1.03,0.0,1.03,0.0,3314708.75,0.0,67475.37,0.0,64457.69,56.85,51.64
390,390,9.96,5775.22,0.16,9.0,0.0,9.0,0.15,7.64,7.64,0.0,2.31,3328838.3,47547.47,67452.25,0.0,14129.55,56.85,51.64
391,391,11.2,7180.01,0.15,8.38,0.0,8.38,0.28,14.55,11.2,3.35,0.0,3389087.42,0.0,67429.12,0.0,60249.11,56.85,51.64
392,392,12.2,7544.21,0.15,8.38,0.0,8.38,0.39,20.18,12.2,7.98,0.0,3448949.2,0.0,67405.99,0.0,59861.78,56.85,51.64
393,393,12.57,7023.92,0.18,10.25,10.25,0.0,0.47,24.01,0.0,24.01,2.32,3461698.01,47610.14,67382.87,0.0,12748.81,56.85,51.64
394,394,11.95,5983.34,0.31,17.81,0.0,17.81,0.5,25.92,11.95,13.97,0.0,3523074.41,0.0,67359.74,0.0,61376.4,56.85,51.64
395,395,12.45,5358.99,0.68,38.83,0.0,38.83,0.5,25.59,12.45,13.15,0.0,3585052.04,0.0,67336.61,0.0,61977.62,56.85,51.64
396,396,12.82,5150.87,0.91,51.93,0.0,51.93,0.45,23.09,0.0,23.09,12.82,3383828.43,263386.22,67313.49,0.0,-201223.61,56.85,51.64
397,397,12.57,5098.84,0.97,54.92,12.57,42.35,0.35,18.09,0.0,18.09,0.0,3446019.95,0.0,67290.36,0.0,62191.52,56.85,51.64
398,398,12.32,5046.82,0.98,55.55,12.32,43.23,0.22,11.18,0.0,11.18,0.0,3508240.36,0.0,67267.23,0.0,62220.42,56.85,51.64
399,399,11.33,4994.79,0.96,54.6,11.33,43.27,0.09,4.41,0.0,4.41,0.0,3570489.69,0.0,67244.11,0.0,62249.32,56.85,51.64
400,400,12.45,5463.05,0.87,49.57,12.45,37.13,0.01,0.49,0.0,0.49,0.0,3632247.62,0.0,67220.98,0.0,61757.93,56.85,51.64
401,401,14.06,6243.48,0.77,43.71,14.06,29.65,0.0,0.0,0.0,0.0,0.0,3693201.99,0.0,67197.85,0.0,60954.37,56.85,51.64
402,402,14.56,7284.06,0.64,36.29,0.0,36.29,0.0,0.0,0.0,0.0,14.56,3453905.92,299186.74,67174.73,0.0,-239296.07,56.85,51.64
403,403,13.07,7700.3,0.57,32.65,13.07,19.59,0.0,0.0,0.0,0.0,0.0,3513357.23,0.0,67151.6,0.0,59451.31,56.85,51.64
404,404,11.82,7388.12,0.55,31.44,11.82,19.62,0.0,0.0,0.0,0.0,0.0,3573097.58,0.0,67128.48,0.0,59740.35,56.85,51.64
405,405,10.7,6763.77,0.34,19.56,10.7,8.85,0.0,0.0,0.0,0.0,0.0,3633439.16,0.0,67105.35,0.0,60341.58,56.85,51.64
406,406,9.33,5723.19,0.28,16.07,0.0,16.07,0.0,0.0,0.0,0.0,9.33,3503011.8,191786.39,67082.22,0.0,-130427.36,56.85,51.64
407,407,8.21,4162.32,0.24,13.72,0.0,13.72,0.0,0.0,0.0,0.0,8.21,3397136.68,168771.89,67059.1,0.0,-105875.11,56.85,51.64
408,408,8.09,3642.03,0.14,7.86,7.86,0.0,0.0,0.0,0.0,0.0,0.23,3455835.94,4694.68,67035.97,0.0,58699.25,56.85,51.64
409,409,7.97,2601.45,0.49,27.98,7.97,20.01,0.0,0.0,0.0,0.0,0.0,3520247.33,0.0,67012.84,0.0,64411.39,56.85,51.64
410,410,8.09,1977.1,0.6,33.87,8.09,25.78,0.0,0.0,0.0,0.0,0.0,3585259.94,0.0,66989.72,0.0,65012.61,56.85,51.64
411,411,8.21,1560.87,0.57,32.65,8.21,24.44,0.0,0.0,0.0,0.0,0.0,3650665.66,0.0,66966.59,0.0,65405.72,56.85,51.64
412,412,8.84,1977.1,0.55,31.44,8.84,22.6,0.0,0.0,0.0,0.0,0.0,3715632.02,0.0,66943.46,0.0,64966.36,56.85,51.64
413,413,9.33,3017.68,0.51,29.1,9.33,19.77,0.02,0.84,0.0,0.84,0.0,3779534.67,0.0,66920.34,0.0,63902.65,56.85,51.64
414,414,10.33,5775.22,0.49,27.98,0.0,27.98,0.12,6.39,0.0,6.39,10.33,3628412.89,212243.77,66897.21,0.0,-151121.78,56.85,51.64
415,415,11.45,7180.01,0.55,31.44,0.0,31.44,0.26,13.6,11.45,2.15,0.0,3688106.97,0.0,66874.08,0.0,59694.08,56.85,51.64
416,416,12.45,7544.21,0.68,38.83,0.0,38.83,0.38,19.83,12.45,7.38,0.0,3747413.72,0.0,66850.96,0.0,59306.75,56.85,51.64
417,417,12.69,7023.92,0.81,45.86,0.0,45.86,0.47,24.04,12.69,11.35,0.0,3807217.63,0.0,66827.83,0.0,59803.91,56.85,51.64
418,418,12.2,5983.34,1.0,56.81,12.2,44.61,0.5,25.92,0.0,25.92,0.0,3868039.0,0.0,66804.7,0.0,60821.37,56.85,51.64
419,419,11.95,5358.99,1.0,56.85,0.0,56.85,0.49,25.54,0.0,25.54,11.95,3683974.63,245486.96,66781.58,0.0,-184064.37,56.85,51.64
420,420,12.94,5150.87,1.0,56.85,12.94,43.91,0.44,22.87,0.0,22.87,0.0,3745582.2,0.0,66758.45,0.0,61607.58,56.85,51.64
421,421,12.69,5098.84,1.0,56.81,12.69,44.11,0.31,16.26,0.0,16.26,0.0,3807218.68,0.0,66735.32,0.0,61636.48,56.85,51.64
422,422,12.2,5046.82,0.97,55.24,3.11,52.12,0.18,9.08,9.08,0.0,0.0,3868884.07,0.0,66712.2,0.0,61665.38,56.85,51.64
423,423,11.7,4994.79,0.89,50.36,11.7,38.66,0.08,4.05,0.0,4.05,0.0,3930578.35,0.0,66689.07,0.0,61694.29,56.85,51.64
424,424,12.82,5463.05,0.75,42.64,12.82,29.82,0.01,0.46,0.0,0.46,0.0,3991781.25,0.0,66665.95,0.0,61202.9,56.85,51.64
425,425,14.69,6243.48,0.57,32.65,0.0,32.65,0.0,0.0,0.0,0.0,14.69,3750436.53,301744.06,66642.82,0.0,-241344.72,56.85,51.64
426,426,14.31,7284.06,0.43,24.6,14.31,10.29,0.0,0.0,0.0,0.0,0.0,3809772.16,0.0,66619.69,0.0,59335.63,56.85,51.64
427,427,13.57,7700.3,0.4,22.58,13.57,9.02,0.0,0.0,0.0,0.0,0.0,3868668.43,0.0,66596.57,0.0,58896.27,56.85,51.64
428,428,12.45,7388.12,0.34,19.56,12.45,7.11,0.0,0.0,0.0,0.0,0.0,3927853.75,0.0,66573.44,0.0,59185.32,56.85,51.64
429,429,11.33,6763.77,0.3,16.94,11.33,5.62,0.0,0.0,0.0,0.0,0.0,3987640.29,0.0,66550.31,0.0,59786.54,56.85,51.64
430,430,9.21,5723.19,0.28,16.07,0.0,16.07,0.0,0.0,0.0,0.0,9.21,3859215.21,189229.07,66527.19,0.0,-128425.07,56.85,51.64
431,431,8.71,4162.32,0.3,16.94,8.71,8.23,0.0,0.0,0.0,0.0,0.0,3921556.95,0.0,66504.06,0.0,62341.74,56.85,51.64
432,432,8.09,3642.03,0.09,4.95,0.0,4.95,0.0,0.0,0.0,0.0,8.09,3818181.09,166214.76,66480.93,0.0,-103375.86,56.85,51.64
433,433,8.09,2601.45,0.22,12.24,8.09,4.15,0.0,0.0,0.0,0.0,0.0,3882037.45,0.0,66457.81,0.0,63856.36,56.85,51.64
434,434,7.97,1977.1,0.33,18.69,7.97,10.72,0.0,0.0,0.0,0.0,0.0,3946495.02,0.0,66434.68,0.0,64457.58,56.85,51.64
435,435,8.21,1560.87,0.19,10.88,8.21,2.66,0.0,0.0,0.0,0.0,0.0,4011345.71,0.0,66411.55,0.0,64850.68,56.85,51.64
436,436,8.46,1977.1,0.09,4.95,0.0,4.95,0.0,0.0,0.0,0.0,8.46,3901870.7,173886.33,66388.43,0.0,-109475.01,56.85,51.64
437,437,9.58,3017.68,0.03,1.7,1.7,0.0,0.02,0.92,0.92,0.0,6.96,3822284.53,142933.79,66365.3,0.0,-79586.17,56.85,51.64
438,438,9.96,5775.22,0.03,1.43,1.43,0.0,0.13,6.8,6.8,0.0,1.72,3847419.13,35432.35,66342.17,0.0,25134.6,56.85,51.64
439,439,11.2,7180.01,0.05,2.99,0.0,2.99,0.26,13.38,11.2,2.18,0.0,3906558.17,0.0,66319.05,0.0,59139.04,56.85,51.64
440,440,12.32,7544.21,0.07,4.1,0.0,4.1,0.36,18.79,12.32,6.47,0.0,3965309.89,0.0,66295.92,0.0,58751.71,56.85,51.64
441,441,12.69,7023.92,0.13,7.35,0.0,7.35,0.45,23.04,12.69,10.34,0.0,4024558.76,0.0,66272.8,0.0,59248.88,56.85,51.64
442,442,12.94,5983.34,0.31,17.81,0.0,17.81,0.49,25.16,12.94,12.21,0.0,4084825.09,0.0,66249.67,0.0,60266.33,56.85,51.64
443,443,12.69,5358.99,0.49,27.98,0.0,27.98,0.49,25.24,0.0,25.24,12.69,3884863.75,260828.9,66226.54,0.0,-199961.35,56.85,51.64
444,444,12.45,5150.87,0.51,29.1,0.0,29.1,0.44,22.74,12.45,10.29,0.0,3945916.29,0.0,66203.42,0.0,61052.54,56.85,51.64
445,445,12.94,5098.84,0.41,23.59,12.94,10.65,0.36,18.38,0.0,18.38,0.0,4006997.74,0.0,66180.29,0.0,61081.45,56.85,51.64
446,446,12.57,5046.82,0.31,17.81,0.0,17.81,0.23,12.05,12.05,0.0,0.52,4057387.32,10720.76,66157.16,0.0,50389.59,56.85,51.64
447,447,11.33,4994.79,0.3,16.94,11.33,5.62,0.1,5.11,0.0,5.11,0.0,4118526.57,0.0,66134.04,0.0,61139.25,56.85,51.64
448,448,11.7,5463.05,0.43,24.6,11.7,12.9,0.01,0.54,0.0,0.54,0.0,4179174.43,0.0,66110.91,0.0,60647.86,56.85,51.64
449,449,13.57,6243.48,0.55,31.44,0.0,31.44,0.0,0.0,0.0,0.0,13.57,3960288.58,278730.16,66087.78,0.0,-218885.86,56.85,51.64
450,450,14.44,7284.06,0.53,30.23,14.44,15.79,0.0,0.0,0.0,0.0,0.0,4019069.17,0.0,66064.66,0.0,58780.59,56.85,51.64
451,451,13.44,7700.3,0.51,29.1,13.44,15.66,0.0,0.0,0.0,0.0,0.0,4077410.41,0.0,66041.53,0.0,58341.24,56.85,51.64
452,452,12.32,7388.12,0.45,25.72,12.32,13.4,0.0,0.0,0.0,0.0,0.0,4136040.69,0.0,66018.4,0.0,58630.28,56.85,51.64
453,453,11.2,6763.77,0.36,20.57,0.0,20.57,0.0,0.0,0.0,0.0,11.2,3965129.17,230143.03,65995.28,0.0,-170911.52,56.85,51.64
454,454,10.08,5723.19,0.33,18.69,0.0,18.69,0.0,0.0,0.0,0.0,10.08,3818249.0,207129.13,65972.15,0.0,-146880.17,56.85,51.64
455,455,8.96,4162.32,0.33,18.69,8.96,9.73,0.0,0.0,0.0,0.0,0.0,3880035.7,0.0,65949.02,0.0,61786.7,56.85,51.64
456,456,8.09,3642.03,0.13,7.35,0.0,7.35,0.0,0.0,0.0,0.0,8.09,3776104.8,166214.76,65925.9,0.0,-103930.9,56.85,51.64
457,457,7.97,2601.45,0.24,13.72,7.97,5.76,0.0,0.0,0.0,0.0,0.0,3839406.12,0.0,65902.77,0.0,63301.32,56.85,51.64
458,458,8.09,1977.1,0.31,17.81,8.09,9.72,0.0,0.0,0.0,0.0,0.0,3903308.67,0.0,65879.65,0.0,63902.54,56.85,51.64
459,459,8.21,1560.87,0.25,14.46,8.21,6.25,0.0,0.0,0.0,0.0,0.0,3967604.31,0.0,65856.52,0.0,64295.65,56.85,51.64
460,460,8.34,1977.1,0.23,12.98,8.34,4.64,0.0,0.0,0.0,0.0,0.0,4031460.6,0.0,65833.39,0.0,63856.29,56.85,51.64
461,461,8.59,3017.68,0.22,12.24,0.0,12.24,0.02,1.03,0.0,1.03,8.59,3917809.73,176443.46,65810.27,0.0,-113650.87,56.85,51.64
462,462,9.83,5775.22,0.23,12.98,9.83,3.15,0.14,7.45,0.0,7.45,0.0,3977821.65,0.0,65787.14,0.0,60011.92,56.85,51.64
463,463,10.83,7180.01,0.24,13.72,10.83,2.89,0.28,14.39,0.0,14.39,0.0,4036405.66,0.0,65764.01,0.0,58584.01,56.85,51.64
464,464,10.95,7544.21,0.24,13.72,0.0,13.72,0.39,20.26,10.95,9.31,0.0,4094602.33,0.0,65740.89,0.0,58196.68,56.85,51.64
465,465,10.95,7023.92,0.23,12.98,10.95,2.03,0.47,24.2,0.0,24.2,0.0,4153296.18,0.0,65717.76,0.0,58693.84,56.85,51.64
466,466,10.33,5983.34,0.23,12.98,10.33,2.65,0.5,26.03,0.0,26.03,0.0,4213007.47,0.0,65694.63,0.0,59711.3,56.85,51.64
467,467,10.58,5358.99,0.53,30.23,0.0,30.23,0.5,25.65,10.58,15.07,0.0,4273319.99,0.0,65671.51,0.0,60312.52,56.85,51.64
468,468,11.08,5150.87,0.92,52.46,0.0,52.46,0.45,23.04,11.08,11.96,0.0,4333817.5,0.0,65648.38,0.0,60497.51,56.85,51.64
469,469,11.08,5098.84,0.98,55.87,0.0,55.87,0.34,17.57,0.0,17.57,11.08,4166758.2,227585.71,65625.25,0.0,-167059.3,56.85,51.64
470,470,10.7,5046.82,0.99,56.55,0.0,56.55,0.22,11.12,10.7,0.42,0.0,4227313.51,0.0,65602.13,0.0,60555.31,56.85,51.64
471,471,9.96,4994.79,0.99,56.31,0.0,56.31,0.09,4.79,0.0,4.79,9.96,4083325.92,204571.8,65579.0,0.0,-143987.59,56.85,51.64
472,472,10.33,5463.05,0.92,52.46,10.33,42.13,0.01,0.57,0.0,0.57,0.0,4143418.75,0.0,65555.87,0.0,60092.83,56.85,51.64
473,473,11.45,6243.48,0.83,46.93,11.45,35.48,0.0,0.0,0.0,0.0,0.0,4202708.01,0.0,65532.75,0.0,59289.27,56.85,51.64
474,474,12.45,7284.06,0.77,43.71,12.45,31.27,0.0,0.0,0.0,0.0,0.0,4260933.57,0.0,65509.62,0.0,58225.56,56.85,51.64
475,475,13.32,7700.3,0.79,44.79,13.32,31.47,0.0,0.0,0.0,0.0,0.0,4318719.77,0.0,65486.49,0.0,57786.2,56.85,51.64
476,476,13.07,7388.12,0.73,41.37,13.07,28.3,0.0,0.0,0.0,0.0,0.0,4376795.02,0.0,65463.37,0.0,58075.25,56.85,51.64
477,477,11.2,6763.77,0.6,33.87,11.2,22.67,0.0,0.0,0.0,0.0,0.0,4435471.49,0.0,65440.24,0.0,58676.47,56.85,51.64
478,478,10.08,5723.19,0.6,33.87,0.0,33.87,0.0,0.0,0.0,0.0,10.08,4288036.28,207129.13,65417.12,0.0,-147435.2,56.85,51.64
479,479,8.96,4162.32,0.53,30.23,8.96,21.27,0.0,0.0,0.0,0.0,0.0,4349267.95,0.0,65393.99,0.0,61231.67,56.85,51.64
480,480,8.34,3642.03,0.28,16.07,8.34,7.73,0.0,0.0,0.0,0.0,0.0,4410996.78,0.0,65370.86,0.0,61728.83,56.85,51.64
481,481,8.21,2601.45,0.66,37.56,8.21,29.35,0.0,0.0,0.0,0.0,0.0,4473743.07,0.0,65347.74,0.0,62746.28,56.85,51.64
482,482,8.09,1977.1,0.71,40.1,8.09,32.01,0.0,0.0,0.0,0.0,0.0,4537090.57,0.0,65324.61,0.0,63347.51,56.85,51.64
483,483,8.09,1560.87,0.55,31.44,0.0,31.44,0.0,0.0,0.0,0.0,8.09,4434616.42,166214.76,65301.48,0.0,-102474.15,56.85,51.64
484,484,8.21,1977.1,0.47,26.85,0.0,26.85,0.0,0.0,0.0,0.0,8.21,4329145.79,168771.89,65278.36,0.0,-105470.63,56.85,51.64
485,485,8.21,3017.68,0.49,27.98,8.21,19.76,0.02,1.09,0.0,1.09,0.0,4391383.33,0.0,65255.23,0.0,62237.55,56.85,51.64
486,486,8.34,5775.22,0.55,31.44,8.34,23.1,0.15,7.51,0.0,7.51,0.0,4450840.22,0.0,65232.1,0.0,59456.88,56.85,51.64
487,487,8.84,7180.01,0.57,32.65,0.0,32.65,0.27,14.11,8.84,5.28,0.0,4508869.19,0.0,65208.98,0.0,58028.97,56.85,51.64
488,488,8.84,7544.21,0.55,31.44,0.0,31.44,0.38,19.69,0.0,19.69,8.84,4384953.13,181557.7,65185.85,0.0,-123916.06,56.85,51.64
489,489,8.96,7023.92,0.47,26.85,0.0,26.85,0.46,23.58,8.96,14.62,0.0,4443091.94,0.0,65162.72,0.0,58138.81,56.85,51.64
490,490,8.71,5983.34,0.73,41.37,0.0,41.37,0.49,25.46,8.71,16.74,0.0,4502248.2,0.0,65139.6,0.0,59156.26,56.85,51.64
491,491,8.46,5358.99,0.97,54.92,0.0,54.92,0.49,25.1,8.46,16.64,0.0,4562005.68,0.0,65116.47,0.0,59757.48,56.85,51.64
492,492,8.34,5150.87,1.0,56.85,0.0,56.85,0.43,22.38,8.34,14.04,0.0,4621948.15,0.0,65093.34,0.0,59942.47,56.85,51.64
493,493,8.71,5098.84,1.0,56.85,0.0,56.85,0.34,17.81,8.71,9.1,0.0,4681919.52,0.0,65070.22,0.0,59971.37,56.85,51.64
494,494,8.84,5046.82,1.0,56.82,0.0,56.82,0.23,11.8,8.84,2.97,0.0,4741919.8,0.0,65047.09,0.0,60000.28,56.85,51.64
495,495,9.21,4994.79,0.99,56.43,9.21,47.22,0.1,5.19,0.0,5.19,0.0,4801948.98,0.0,65023.97,0.0,60029.18,56.85,51.64
496,496,9.58,5463.05,0.98,55.55,9.58,45.97,0.01,0.54,0.0,0.54,0.0,4861486.77,0.0,65000.84,0.0,59537.79,56.85,51.64
497,497,12.69,6243.48,0.94,53.53,12.69,40.84,0.0,0.0,0.0,0.0,0.0,4920221.0,0.0,64977.71,0.0,58734.23,56.85,51.64
498,498,13.44,7284.06,0.83,46.93,13.44,33.49,0.0,0.0,0.0,0.0,0.0,4977891.52,0.0,64954.59,0.0,57670.52,56.85,51.64
499,499,12.94,7700.3,0.66,37.56,0.0,37.56,0.0,0.0,0.0,0.0,12.94,4769179.14,265943.54,64931.46,0.0,-208712.38,56.85,51.64
